logits,hallucination_scores
[-1.3043069   0.9568403  -0.38279086],0.567312
[-2.1054797  -0.67230964  2.5903974 ],0.13469726
[-0.6117286   0.1801013  -0.64591646],0.8187947
[ 0.2677859  -0.52059317 -0.8715722 ],0.79292357
[-1.9369934 -0.6709862  1.5800121],0.3002654
[ 0.67185444  0.716473   -2.763253  ],0.8360059
[ 0.94005376  1.274273   -3.725719  ],0.73724484
[-0.43202817 -2.0601358   1.6343992 ],0.32459015
[ 0.8832028  0.8957517 -1.0836027],0.9016293
[ 0.8800252   0.66099036 -0.85790277],0.8719084
[-2.158919    0.10638014  1.7082115 ],0.41505784
[ 1.4394376  -0.7958189  -0.90123487],0.38869274
[ 0.19318858  1.9769695  -2.0577207 ],0.36900806
[-3.504112    0.30322924  3.4486141 ],0.12300411
[ 1.7092069 -1.276194  -2.2256775],0.18384585
[-1.0439308  1.2958059 -1.7572182],0.31293404
[ 0.7726514 -4.9869432  3.762516 ],0.13589677
[ 0.8250405 -0.5955143 -1.5201092],0.5420445
[-1.6044521   0.49010956  0.15474369],0.8229221
[-1.6421623 -4.1297526  4.9861546],0.006185165
[-0.74056095 -0.5776566   0.37700137],0.76005363
[-1.7948322   0.5590402  -0.12862039],0.7199166
[-1.0876161   0.8633231   0.18672119],0.7505103
[ 0.40956026 -1.4680611  -0.53427225],0.6922928
[-2.6126335  1.5249097 -0.1409329],0.3921647
[-1.5310533 -3.0195484  3.2457316],0.037179954
[-1.0995444  1.0045195 -2.8507829],0.31136715
[-3.026051   1.4757664 -1.2753118],0.19279456
[-3.8003688  -0.34779558  4.0254745 ],0.044448283
[ 0.68730444 -0.4053736  -2.0308847 ],0.5936778
[-1.5863477  1.7107265 -1.5081403],0.19384532
[-0.36866635 -1.425462    1.0729849 ],0.5250255
[ 1.0801268 -2.0581486 -1.2587374],0.30745912
[-2.3123753   0.14773816 -0.29148313],0.7765819
[-3.2119296 -0.9353521  2.8159635],0.08099908
[ 3.2075312 -1.5984197 -2.6775177],0.03923452
[ 1.8512595  1.3183732 -4.1522818],0.6747723
[ 0.7120838 -3.5763881  2.6415668],0.30591708
[ 1.7495725 -1.1291591 -1.7454939],0.21550785
[-0.71399164  1.99858    -2.6760943 ],0.19367824
[-1.5466553  -0.33615735  0.13325007],0.8196193
[ 1.2039937   0.18077287 -1.4912832 ],0.612744
[-0.4269253   0.9267262  -0.86235964],0.6082848
[-2.2049837  -0.00386968  1.1955988 ],0.53159726
[ 1.0335678   0.47162697 -2.1409886 ],0.7119356
[ 0.22502577  1.1021432  -1.5722162 ],0.65168464
[-2.4618483  -0.49090376  2.4813752 ],0.15792102
[ 0.5618069  -0.63198495 -2.2039938 ],0.5653848
[-1.3804716  -0.17003949 -0.4377237 ],0.8976482
[ 0.11578619 -2.8567753   1.3806665 ],0.48827162
[ 2.8783185 -2.65628   -2.4929032],0.031321414
[-1.0626014  2.5518522 -3.301668 ],0.09112174
[ 0.6905003 -3.1308436  1.1390772],0.71463466
[ 1.8056438 -1.6927912 -0.3544918],0.31658736
[-1.7232715   2.2628317  -0.55258733],0.20072071
[-1.3889861 -3.889448   5.6860385],0.0040383423
[ 2.2553318 -1.3947793 -2.152151 ],0.11286139
[ 0.9107732  -0.92522323 -1.5372185 ],0.44696847
[-1.3322259 -3.2354958  4.584584 ],0.012671963
[ 1.036194  -1.4054344 -1.3145877],0.36155522
[-1.5362216   0.40036586 -0.6214347 ],0.66886973
[-3.0895145  -0.39599016  1.3322283 ],0.37102175
[ 2.7665856  0.1453304 -2.9870114],0.19050795
[ 1.6969272  0.8770126 -2.9910283],0.60296464
[-0.6375352  -0.82920885  1.4808438 ],0.41015247
[ 0.91282856 -0.07244889 -2.3327944 ],0.59453857
[ 0.39630365  0.4068371  -2.0559509 ],0.87808746
[-3.2477968 -1.5601244  3.5612364],0.026621174
[ 1.1144804  1.7818952 -4.574034 ],0.63447654
[ 0.03936981  1.7955412  -2.6414428 ],0.36447877
[-1.1541324  -0.36968586  0.8494252 ],0.6172583
[ 1.082602   -0.70552385 -1.3454669 ],0.45793968
[-2.4388723  1.5787975  1.1536183],0.72567046
[-3.036251  -1.903434   4.7070503],0.007658287
[ 3.056537  -1.476047  -2.0123963],0.05717962
[ 0.49728614  2.8222277  -3.5546105 ],0.2313179
[ 1.4091603  0.4308983 -3.3996267],0.55634713
[ 2.5540843 -2.4043014 -2.081999 ],0.055996925
[-0.98679614  1.0617895  -1.5418032 ],0.39476758
[-3.6606574 -2.8465574  5.88934  ],0.00096652284
[ 0.8565025  -1.4272326  -0.90160626],0.4768903
[-0.03069359  0.903371   -3.228813  ],0.5806208
[-4.488921  -2.1430533  6.158442 ],0.0011527645
[ 1.187602   -1.255242   -0.97147506],0.39064947
[-0.21705979  0.6876792  -2.709304  ],0.6102426
[-0.8864382 -2.8105018  2.190491 ],0.1460815
[ 3.2942002  -4.287863   -0.38404435],0.07917268
[-2.2868643  1.8884896 -0.9668701],0.18954521
[-2.9822104 -1.7552036  4.8100934],0.007822839
[ 0.8804728 -2.287319   1.4329144],0.6973389
[-0.7921905  0.669431   0.3279737],0.8641621
[-0.7383355  -0.23615894  1.4286247 ],0.5063758
[ 2.5240903 -1.9225891 -2.9130042],0.054613557
[-1.0834478  1.9100789 -2.2425172],0.17515618
[-0.49431035 -0.2507068   0.01845313],0.94035685
[ 1.8183846 -1.7610506 -2.153388 ],0.13216625
[-1.4058857  1.5005865 -1.0339295],0.29557177
[-0.3599723 -1.3736619  1.2776322],0.47042093
[ 1.2444749 -2.28418   -1.4182687],0.2394592
[-2.3193107   0.13519809 -0.3807087 ],0.75754976
[-1.527541   -0.01716693 -0.6330818 ],0.7992758
[ 1.7906364  -0.10948709 -2.3863246 ],0.34039214
[ 0.4839587   0.20691983 -1.2980026 ],0.8561951
[-2.3797011 -1.7539545  3.036645 ],0.04460465
[ 2.216624  -1.8715413 -2.7496135],0.07608764
[-3.48651     2.0551345  -0.84186095],0.15793696
[-2.6914697 -2.082421   3.983219 ],0.014501088
[ 2.2922606 -2.40753   -1.2463396],0.11300199
[-0.26433676  1.292565   -1.8419124 ],0.45705676
[-0.5709358 -2.8600159  3.1434317],0.08344817
[ 0.41907692 -0.6137862   0.14047135],0.9076941
[ 0.02035592  0.28665796 -1.6524953 ],0.8485285
[-0.47000623  0.12528709  0.3132748 ],0.94118416
[ 0.47293404 -1.3543059  -0.84777135],0.61148715
[-1.6273949  1.8713841 -1.2154088],0.19394577
[-1.8092341 -2.8532867  3.3738086],0.028412292
[ 2.2282724  1.7006608 -4.604544 ],0.67372346
[ 1.1906468  0.7004168 -2.6875057],0.7107077
[-1.8674695  2.6261382 -2.2826397],0.061360136
[ 0.2487495  -1.4701962  -0.13172893],0.8371345
[-0.45614582  0.4316987  -1.2357101 ],0.7236326
[-1.4915339 -3.5631015  4.271288 ],0.014278895
[ 3.592413  -1.1665577 -4.0025744],0.032720845
[-2.1212811  2.5530958 -2.5304084],0.052668624
[-0.1850263  -1.540445    0.32032055],0.7981202
[ 2.1930654 -1.5756096 -2.1813061],0.10654004
[-1.3147593  3.2686799 -4.235567 ],0.037948325
[-3.2884166 -1.4418144  4.074075 ],0.018327978
[ 1.7271795 -1.285989  -1.1333264],0.24806112
[-2.0182686  2.6225822 -2.4953465],0.05305846
[-1.0632869 -1.6888491  3.3740606],0.060440976
[ 1.7095398  -2.842215    0.05644016],0.38533854
[-1.5510733  1.9164494 -0.7984001],0.23611127
[ 0.2950859 -0.9831754 -1.6030726],0.61381626
[ 0.56149143 -1.104427   -2.1386497 ],0.46080208
[-0.09960939  0.44835714 -2.2151606 ],0.73816097
[-2.8452477 -2.8229358  4.4181213],0.006100806
[ 0.88776296  0.09555836 -2.2460918 ],0.65127987
[-0.02016246  1.5860238  -3.244826  ],0.3913499
[-0.384652  -3.0714884  2.5013118],0.15887053
[ 2.2667294 -1.9428068 -2.5884507],0.0729334
[-0.6676629  1.4627718 -3.1551182],0.28500134
[-2.057969   -0.23827595 -0.41498053],0.87595284
[-0.23085004 -1.1342392  -0.24947274],0.9655394
[-1.7756659   0.45017332 -0.09025752],0.7650137
[-0.03290557 -0.9168824  -1.1402259 ],0.775685
[-1.2546641  -0.21572345 -0.11108514],0.9346827
[-0.3945149   0.19250953 -1.8661629 ],0.76457536
[-2.1281874 -2.9921975  4.4931808],0.008104056
[ 1.5482969 -1.0111215 -2.6002853],0.22803989
[-0.32194576  0.7051698  -2.7309384 ],0.57567203
[-2.4159708 -1.6370829  3.4903507],0.031864464
[-0.7078699   0.60694313 -2.3677256 ],0.52319986
[-0.8290436  1.05738   -2.6443849],0.35919127
[-2.5630217 -2.3382838  4.078232 ],0.012032054
[ 0.6211853   0.12908643 -2.1916862 ],0.7454899
[-0.1724993  0.2059846 -1.2971361],0.85305214
[-1.4171981 -1.1584166  2.4381695],0.13583985
[ 1.8132577 -1.9818367 -1.2370293],0.18303013
[-0.5709521  1.730852  -3.2603297],0.24821638
[-2.774846  -1.6774461  4.285449 ],0.013980897
[ 3.4098163  -3.9722035   0.30692255],0.12598395
[ 2.477777   -0.98412323 -1.2532077 ],0.1507965
[ 0.73299944  0.17625844 -0.9219868 ],0.80138385
[ 1.1502128 -0.8903636 -1.444641 ],0.39690307
[-1.7519578   1.1578023  -0.44232774],0.4606394
[-2.1100173 -1.986765   4.483912 ],0.011915971
[ 0.08379177  0.36919448 -2.3162856 ],0.8038597
[ 0.9991956 -1.0645849 -1.0923243],0.44199026
[-2.2715616 -3.556555   4.936339 ],0.004209914
[ 2.8253846 -2.0279152 -1.7492162],0.05989122
[-0.80414855  1.4024569  -1.4531239 ],0.34803444
[-2.1770852 -3.661261   5.508104 ],0.002526433
[ 2.2442071 -1.05372   -2.2947152],0.13537316
[ 0.24569035  1.3093357  -2.7807045 ],0.5457608
[-2.6921809  -0.43732348  2.7261899 ],0.13167447
[ 1.5718457   0.35262337 -2.817547  ],0.49708483
[-0.6911564  2.496535  -3.0971282],0.12744263
[-0.5493999 -3.3099322  3.587638 ],0.056296203
[-0.2483681  1.1715441 -2.537528 ],0.46400326
[-1.395944   2.8168046 -3.2251885],0.057558578
[-3.101144  -1.3207245  3.5504084],0.032747544
[ 1.2343285 -1.6630608 -1.2162511],0.30781105
[-0.07369526  1.201779   -2.3605115 ],0.50565803
[-2.5901098 -1.2620704  2.3855312],0.100100785
[ 2.3023393 -1.7167687 -1.2174846],0.13442749
[-0.49816033  1.6202089  -1.9048184 ],0.32267284
[-3.0309184 -3.9713864  6.2837152],0.00042698692
[ 0.7542048  -1.7024726   0.22938628],0.75516784
[-1.2550414  1.9602214 -1.9539744],0.16260096
[ 0.01356741 -0.613281   -0.55627364],0.8768246
[ 1.6707821  -0.88046944 -2.0575306 ],0.24490197
[ 0.71912116 -1.2859924  -0.8396908 ],0.5437033
[-2.2316322 -1.7441826  3.7961833],0.024109447
[ 1.1957673 -1.1918526 -1.3063912],0.3504645
[ 0.3190891  1.3276124 -3.2392807],0.5514585
[-2.392157   -0.71124756  2.6070352 ],0.1240341
[ 0.5269122  1.4758394 -2.5835917],0.57815075
[ 0.03942334  1.7104081  -1.7483    ],0.41526774
[-2.0084527 -0.3608113  2.602877 ],0.16556081
[ 2.2862165 -2.7967443 -1.4604399],0.09205892
[-0.71202755  0.4576904  -1.1807843 ],0.66302073
[-1.282495  -2.3482587  3.247888 ],0.049965244
[-0.8317641  1.0598906 -1.6609062],0.4139208
[-1.666392   3.4726725 -2.851335 ],0.02864144
[-2.7564538 -0.9914516  2.541119 ],0.10287691
[ 0.6049382 -2.0413363  0.7465567],0.83450484
[-1.2797368   0.37271383 -0.25420067],0.7853445
[-0.82813036 -5.9121594   7.0843754 ],0.0015830452
[ 1.2982024   0.22006425 -2.0292594 ],0.5663911
[ 0.9096808  1.5582473 -3.0375965],0.65323246
[-0.59120756 -3.8771596   3.911518  ],0.039994843
[ 2.8963094 -0.5775937 -3.9389298],0.09541267
[-0.63598484  1.8073533  -2.3752217 ],0.24385317
[-2.319476  -1.5609858  2.5682387],0.075727925
[ 2.1154046 -2.5049577 -0.4482473],0.21488358
[-1.3733703  1.712608  -1.7894968],0.19384299
[-0.5010404 -4.307474   4.2671623],0.031193312
[ 1.8870907 -2.0571384 -0.7634204],0.2227654
[ 0.19890875  0.5821624  -2.0131567 ],0.78367186
[-0.3764869 -4.1999855  4.1313143],0.0391196
[ 0.75404793 -0.48284242 -1.9912494 ],0.55601573
[ 0.69586     0.27586627 -2.9572644 ],0.7353258
[-1.1252571  -0.35700765  0.47690016],0.74176157
[ 0.9896967   0.08324067 -2.7448869 ],0.5985347
[ 0.18122934  0.616812   -1.5453142 ],0.7947564
[ 0.8755843  -1.6793846  -0.66538453],0.49859098
[ 1.9840207   0.39066476 -4.158629  ],0.3816899
[-1.2896436  2.7130365 -3.5736027],0.06547955
[-1.1413443 -2.6104243  1.5279462],0.21352771
[ 1.112803  -2.7192595  0.6049183],0.70689285
[ 0.15757881  2.1397119  -2.4769077 ],0.31331512
[-0.31689683 -0.11022583 -0.942796  ],0.9347017
[ 2.84095   -1.0994513 -2.2223506],0.081570804
[-0.5330163  1.5632572 -1.6492696],0.34308228
[-1.3211099 -1.6090707  2.3832915],0.123358995
[ 1.4781978   0.25783247 -2.248867  ],0.51408696
[-0.3884039  1.8697292 -1.742572 ],0.29460287
[-3.686668   -0.52383566  4.947529  ],0.0171146
[ 2.1229444 -1.8848642 -0.8753757],0.17973089
[-0.95919484  1.2960547  -1.2846928 ],0.36282814
[-0.842149  -1.7272888  2.0958192],0.19340831
[ 0.8714975  -0.47347292 -0.9346322 ],0.6084028
[-1.0516307  -0.11302948  0.7963139 ],0.7029556
[-0.43933848 -3.4170084   3.489723  ],0.066346355
[ 2.0635445  -1.9427196   0.49031994],0.41737342
[ 0.12342886  3.0356317  -2.3315232 ],0.15822554
[-0.76701933 -4.7329507   6.693498  ],0.0025737777
[ 1.8649855 -0.452541  -2.410744 ],0.26088142
[-0.15908872  1.3522462  -1.991135  ],0.4569997
[-2.3688     -0.15546146  2.4992929 ],0.19741268
[ 2.279976   -3.0979717   0.13039237],0.2696702
[-0.06161273  2.5065253  -3.647398  ],0.19499719
[ 1.2170212 -5.031426   3.5163097],0.23077269
[ 4.5939054 -1.2228174 -3.905251 ],0.012880337
[-0.36299303  1.1584135  -1.877942  ],0.47067395
[-2.2771587 -2.503171   5.4046288],0.0036734915
[-1.1371353  1.4480764 -1.3175038],0.30021757
[-1.5508935   2.720727   -0.76409256],0.12821345
[-2.2587273   0.68840015  1.6717485 ],0.5718396
[ 0.54469514 -0.8035991  -1.5429171 ],0.5805959
[-1.1366554  2.1547778 -2.7823188],0.12739873
[-1.8801436 -1.7556131  2.3746915],0.09185274
[ 0.677374   -0.03236398 -1.5842295 ],0.7203404
[-1.1298609   0.7118356  -0.54978514],0.6229219
[-1.2926083 -1.461344   1.2100366],0.3191344
[ 2.6943953  -4.0505695  -0.19517842],0.15070972
[-2.8349345   2.2315469   0.11824736],0.28035116
[-2.7377048 -3.1403823  5.036105 ],0.003130632
[ 2.3820481 -1.2162441 -2.3727026],0.10769248
[-0.00190595  0.2133634  -1.8395725 ],0.8532582
[ 0.30904165 -2.1497083   0.46319848],0.83879924
[ 1.235837  -1.5828745 -1.2212199],0.31303015
[ 0.31584984 -0.09713516 -1.1209141 ],0.85036135
[-1.2830805 -2.7197356  3.397132 ],0.040803164
[ 4.0841737 -2.8615065 -2.1869056],0.011798464
[-0.84565485  1.4043221  -1.7914189 ],0.3179394
[-1.285773  -5.450109   6.8130302],0.0013094789
[ 2.8918912 -1.2076936 -1.9831039],0.07730621
[-1.3686477  1.4677396 -0.6170815],0.36998114
[-0.56441265  0.45783386 -0.06209146],0.8590232
[ 0.43046713  0.7821561  -0.8062506 ],0.8528294
[ 4.0357943 -1.5215622 -1.637463 ],0.027075708
[-2.2981265 -2.265883   5.0310616],0.0057632164
[ 1.0598577  -2.312401   -0.17842941],0.52279174
[-1.8955061  2.0059013 -1.1326714],0.17007287
[-1.0285976 -1.7562668  1.7802615],0.22123925
[ 0.9133359  0.6702554 -2.6444783],0.7846099
[-1.6525068  2.537659  -1.5553414],0.095662825
[-0.38126606  0.2251375  -1.227317  ],0.8061213
[ 2.1648808  1.3663048 -3.5124059],0.5995681
[-0.67351335  1.8086008  -2.1182737 ],0.2467391
[-2.1810756 -2.9383883  4.0743675],0.0116841355
[ 0.8504603  -0.27642202 -0.46323168],0.7050166
[ 0.2545396  1.298145  -1.0156158],0.6333053
[-0.19350058  0.21104822 -0.4073677 ],0.9092977
[ 0.33711413 -0.457371   -2.00922   ],0.69330525
[-2.1288922  1.3471525 -1.1931267],0.25847018
[ 0.09598841 -0.7767782  -1.157472  ],0.7646484
[ 0.58211255 -1.3439981  -1.3883277 ],0.4784297
[-2.533935    0.19845244 -0.47026244],0.703094
[ 0.05833472 -2.8225405   1.6602426 ],0.39869416
[ 1.1752918  -0.5392425  -0.57939297],0.5405188
[ 0.999431    0.95303345 -2.0657785 ],0.84714526
[-1.7571002  -0.18564479  2.5732255 ],0.1963589
[ 1.9134239  -0.19248682 -1.507452  ],0.33000195
[ 0.9995918   0.23397279 -1.1862199 ],0.7115605
[ 0.02132343  0.7158189  -1.4349663 ],0.7317041
[ 1.0195247 -1.8485279  1.3074346],0.7848586
[-0.28227827  2.393344   -2.0426624 ],0.20407163
[-0.85119694 -0.13869396  1.4523809 ],0.50873446
[ 0.7902131  -1.6368974   0.06495201],0.7057406
[-0.36768332  1.0826203  -1.376688  ],0.5261383
[-0.19227515 -2.0545762   1.7947494 ],0.33359697
[ 0.623254   1.2457409 -1.9921558],0.69319195
[ 0.17771539  1.8918087  -2.2212822 ],0.38197708
[-1.3588883   1.8215579  -0.38863984],0.3254117
[-0.54943633  1.4495354  -1.5079058 ],0.37675518
[-0.5498879  0.8092643 -1.5752354],0.5527345
[-1.6483532   0.10424306  0.8254303 ],0.70392394
[ 0.94827956 -1.0511898  -2.2174904 ],0.36345375
[-0.13549574  0.20681396 -1.9874239 ],0.81532115
[-0.4599763 -4.583857   3.4212108],0.066437274
[ 2.755075  -0.74588   -2.0350602],0.11375213
[ 1.407616   1.7182907 -2.990046 ],0.74661404
[-1.7287323  3.3266518 -0.853987 ],0.07042387
[ 2.8339994 -4.227084  -1.1512047],0.06294739
[-2.0283535   0.25305825 -0.65833145],0.6683983
[-2.1218195 -1.8634695  3.7192745],0.025104681
[ 2.531068    0.34542346 -2.572712  ],0.2666132
[ 0.5224932 -1.2030337  1.7803922],0.5367491
[-2.521144  -2.4611866  5.7388096],0.0023601644
[ 1.5299385  0.6435627 -2.403711 ],0.59865427
[ 0.8039857  1.5363396 -1.7247773],0.6624031
[-0.2697886 -2.7246685  3.73684  ],0.06430488
[ 1.7531941 -0.0388866 -3.8175821],0.33984482
[-1.5987812  1.2479929 -1.3454345],0.2925107
[-2.5639184 -2.3511786  4.1687083],0.011000508
[ 0.50117195 -0.86299837 -1.6441379 ],0.57185876
[-0.46741438  1.2264555  -2.7067344 ],0.39193752
[-1.629928   1.8647617 -1.1280209],0.20343068
[ 1.450142   0.5585829 -3.8733044],0.57539797
[-1.5459087  1.4801133 -1.4665068],0.23801884
[-1.6023378 -3.399206   4.1893964],0.014395267
[ 2.5140574 -1.865511  -1.8164238],0.079887405
[ 0.89122456  0.4303743  -2.9003336 ],0.7207879
[-0.5304406 -1.6518942 -0.565759 ],0.94927657
[ 1.136697   -1.7296504  -0.58842593],0.43667507
[-0.23926425  0.24441701 -1.1264528 ],0.8398482
[-0.44781047  0.7268015  -1.3000206 ],0.62537706
[ 3.1892502 -1.2947595 -3.679662 ],0.042946544
[-1.0796549  0.662107  -2.2926795],0.42738712
[-1.5600941 -2.4555063  4.2265882],0.017207444
[ 1.9334451  -0.25058854 -1.1737056 ],0.33434972
[-0.71963155  1.42211    -0.75005704],0.4207537
[-2.7149618 -3.8581986  6.811158 ],0.0002734752
[ 1.5658448 -2.0970266 -1.5758553],0.18037578
[-0.2173169   0.05306397 -2.0812194 ],0.83581895
[-0.7051607 -0.662711  -1.0324225],0.9866713
[-0.53760433 -1.8532816  -0.3573164 ],0.8961662
[-1.2753546  1.2436404 -1.7325145],0.2924632
[-0.43235534 -1.4072254  -0.6782577 ],0.9180763
[ 2.2375507 -1.2771626 -2.0052164],0.12697598
[-0.28775328  0.4252987  -2.5098872 ],0.681401
[ 0.4140693 -5.853443   5.4564986],0.023875283
[ 3.4448864 -1.7464169 -2.3958638],0.03123129
[-0.7858025  1.9498414 -1.8758948],0.21660899
[ 2.9018493 -4.936108   1.7998244],0.50616884
[ 0.48639828 -1.3097944  -1.6217828 ],0.4868948
[-0.07061679 -0.35562262 -2.5446987 ],0.8139572
[ 1.4057924  -2.99908    -0.40998846],0.35224557
[ 1.1662245  -1.6796622   0.02908337],0.5748356
[-2.6480892  2.899528  -1.441755 ],0.057073664
[-2.431739  -1.1543763  3.4657154],0.044262033
[ 2.6668062 -1.8533726 -1.9087425],0.06793937
[-2.1588376  3.2661922 -2.1974213],0.031350195
[-3.1203883 -4.120681   6.917545 ],7.5442935e-05
[ 2.6321063 -3.9700089 -0.744972 ],0.103905894
[-1.7984183  1.96938   -3.0974379],0.091064505
[-3.458478  -2.1536171  5.214062 ],0.0035900252
[ 3.078202  -1.0558051 -2.998981 ],0.0606953
[-0.38349172  2.2083356  -3.1075869 ],0.19919914
[-1.6490474 -2.0684018  3.2371037],0.0437314
[ 1.3099507 -0.8711289 -1.7313665],0.33912647
[ 1.0713214   0.19271305 -2.4275858 ],0.613727
[-0.31617153 -3.2824838   3.2331111 ],0.09127064
[ 0.30298948 -0.7893181  -0.44509405],0.8055203
[-0.3447592   0.4627804  -0.77754754],0.7798765
[-1.0905334   0.5236933  -0.03357501],0.804414
[ 2.8779018 -1.5475774 -2.6482444],0.05427208
[ 0.34287888  1.9631497  -3.8356092 ],0.37738603
[-0.2014977 -3.1558707  2.102816 ],0.2440016
[ 2.4894602  -1.8430668  -0.96463305],0.128621
[ 0.32980123  1.6865185  -1.6994773 ],0.49236718
[ 1.5731882 -5.442439   3.1730409],0.3746372
[ 0.5214882   0.10512798 -2.0864859 ],0.7746973
[ 0.5639506   0.55685055 -3.0650036 ],0.841537
[-2.335693    0.21614628  1.3378394 ],0.54191446
[ 1.3397684  -0.82526886 -1.5608054 ],0.35158014
[-0.88584155 -0.2263375   0.2040452 ],0.8725966
[-0.4307639  -1.7360299   0.63123363],0.6248474
[ 4.0777082 -2.0027254 -1.7782075],0.019939339
[-0.21211688  1.5556644  -1.1472279 ],0.43957737
[-2.382545  -1.0633168  4.3219275],0.02241853
[ 1.1163884  -3.3862488  -0.16333264],0.47885156
[-1.4116362 -1.1826569  0.2157118],0.6159569
[-1.4252539 -4.2724752  4.0888395],0.016745768
[ 1.4883565 -0.6692939 -1.455827 ],0.34970713
[-1.0332676  1.8729256 -1.5766696],0.2149829
[-2.736823   -0.47052744  2.3509002 ],0.17264377
[ 1.9838457 -1.8629174 -1.6026244],0.1368829
[-1.3137809  0.9663938 -1.5027868],0.36929446
[-2.9252653 -1.5896102  3.6495898],0.025442291
[ 1.265406  -1.1201087 -1.959668 ],0.29495496
[-1.2920551 -1.1669594  1.2135482],0.35114735
[ 1.5816044  -0.49196205 -2.7024782 ],0.30343136
[-0.06346213 -1.1476513   0.02577375],0.93573385
[-2.0615318  1.6664509 -0.7645481],0.26226008
[-1.2292941 -0.9464828  0.7067874],0.53206086
[ 1.9330243 -4.192803   0.5967344],0.4467282
[-1.2611969  1.5598549 -2.5356317],0.19617397
[-1.459223  -3.804169   3.2767222],0.034614164
[ 1.4353592 -1.9337854 -0.9139445],0.2921633
[ 0.13878499  1.1038097  -2.9706292 ],0.5733236
[-0.85214365 -1.8362408   2.3230648 ],0.15717492
[ 2.111002   -0.44341746 -1.7395406 ],0.2393699
[ 1.0475914   0.69687855 -1.4548287 ],0.7964235
[-1.726239  -1.7351261  3.2361834],0.047414858
[-0.7042354  0.8752638 -1.4179153],0.51208246
[-0.13909592  0.96600246 -1.9352901 ],0.5798782
[-3.4367507 -2.3182795  5.028315 ],0.0038219558
[ 1.9233353 -1.4150401 -1.7875636],0.16117308
[-1.981126   2.5736434 -1.5301005],0.08435061
[-1.6221824 -3.013222   3.70328  ],0.023326613
[ 1.5449585 -1.9657292 -0.7446785],0.294257
[ 0.15258873  0.75895894 -1.4627006 ],0.748871
[ 0.53015393 -4.72933     3.347088  ],0.15629213
[ 0.6853702   0.09683426 -1.4182192 ],0.7611321
[-0.8086953   0.36427838  0.27337292],0.9354408
[-2.0056696 -4.8264117  6.4361115],0.00093675713
[ 1.5509918 -2.154969  -1.0609936],0.23762482
[-0.8949564  2.0365345 -3.4050891],0.15517156
[-0.63675064 -3.981759    3.454397  ],0.05684703
[ 2.1214242 -1.2868516 -2.2507164],0.13094169
[ 0.6587867   0.02763885 -2.5135624 ],0.6933305
[ 0.3218437  -2.6525064   0.12730528],0.8146522
[ 0.33250806 -0.67184937 -1.1612202 ],0.71339434
[-0.07993635  1.3387878  -2.4375305 ],0.46196917
[-1.4971389 -4.869896   6.2443514],0.0019684795
[ 0.4151404  -1.7458731  -0.37637705],0.7068931
[-0.5759336  1.202361  -1.6379441],0.42751575
[-1.7807105  -0.75352514  1.1607717 ],0.39373878
[ 1.5460259  1.2685548 -3.777436 ],0.7502809
[-1.8184062  3.1290262 -1.9460913],0.045897618
[-0.35580993 -0.48814657 -0.83493865],0.9668088
[ 1.0668861  -0.29113948 -1.7536535 ],0.52193785
[-0.1165332  1.2393419 -1.4641227],0.53005636
[-2.8667688  0.3042354  2.4871793],0.26389349
[ 1.7190537 -1.2525744 -2.3489478],0.1803461
[-0.47599143  0.99871373 -2.8564835 ],0.44564068
[ 0.6632798 -2.5536127  1.8775629],0.49757546
[ 4.037911  -3.938264  -2.6214015],0.0070350417
[-1.9817034   0.72439003 -1.4702834 ],0.3617009
[-0.94890845 -1.8164386   0.40976384],0.56598496
[ 1.3771539 -1.5407956 -0.3473351],0.43337977
[-0.42662573  0.12958348  0.22857578],0.96462935
[ 1.5704416  -0.7000804  -0.43715748],0.43258604
[ 1.5516707 -0.8951489 -1.6902089],0.28488934
[ 1.6924098  -0.18388936 -2.2035384 ],0.35404557
[-0.206065  -1.4265338  0.7157133],0.6761533
[ 0.8693203  -1.2175902  -0.58019835],0.55858326
[-1.6909391  0.8209052 -0.2439726],0.61396575
[-1.1024808  -0.10877335  0.90847844],0.6636267
[ 1.2999194 -4.1577435  0.2595163],0.5319689
[-2.4638672   0.00529135  0.32677403],0.7902564
[-1.2492576 -0.2575952  0.7474018],0.6677372
[ 0.13251898  1.1779928  -2.7376113 ],0.5551926
[-2.3487396  3.6237159 -2.6161063],0.017684497
[-0.55619484 -0.3049005   0.29128176],0.8564839
[ 1.5899953  -3.0071957   0.91007876],0.6442619
[-0.81811166 -0.23419657  1.265499  ],0.5482376
[ 0.09901961 -0.3790566  -0.70502824],0.8832861
[ 2.574914  -4.3632765 -0.2599056],0.15646186
[-0.50752383  0.13053331 -1.5720228 ],0.7787837
[-0.04600241 -0.6661763  -1.4254729 ],0.8090112
[ 2.9221218 -1.3491058 -1.7310771],0.07487251
[-1.6449237  3.9713082 -2.441809 ],0.020570843
[-2.7206848 -2.409266   5.294384 ],0.0034746765
[ 2.0352457 -0.5771704 -3.4201355],0.19468418
[-1.09606    2.497027  -4.0290866],0.088168584
[-2.9483619 -1.2565976  3.6562276],0.03196982
[ 2.1398396   0.15478607 -2.6444383 ],0.3095544
[ 0.70711124  1.640633   -2.3525996 ],0.5840349
[ 0.7876446 -4.5471354  3.3917751],0.18425879
[ 1.5535852 -3.0294156  0.3497969],0.49760193
[-1.3866373  1.6351815 -1.7057683],0.20930198
